playerId,name,position,team,birthDate,weight,height,nationality,shootsCatches,primaryNumber,primaryPosition
8475748,Dalton Smith,L,BUF,1992-06-30,206.0,"6' 2""",CAN,L,37,L
8477059,Damien Brunner,R,N.J,1986-03-09,185.0,"5' 11""",CHE,R,12,R
8476923,Damon Severson,D,NJD,1994-08-07,205.0,"6' 2""",CAN,R,28,D
8467096,Dan Boyle,D,NYR,1976-07-12,194.0,"5' 11""",CAN,R,22,D
8468540,Dan Ellis,G,FLA,1980-06-19,195.0,"6' 1""",CAN,L,39,G
8470639,Dan Fritsche,C,MIN,1985-07-13,204.0,"6' 1""",USA,R,49,C
8471958,Dan Girardi,D,T.B,1984-04-29,212.0,"6' 1""",CAN,R,5,D
8469465,Dan Hamhuis,D,NSH,1982-12-13,204.0,"6' 1""",CAN,L,5,D
8465175,Dan Hinote,R,STL,1977-01-30,187.0,"6' 0""",USA,R,13,R
8467939,Dan Jancevski,D,DAL,1981-06-15,222.0,"6' 3""",CAN,L,4,D
8464983,Dan Lacouture,L,CAR,1977-04-18,215.0,"6' 2""",USA,L,20,L
8479252,Dan Renouf,D,BOS,1994-06-01,198.0,"6' 3""",CAN,L,76,D
8475105,Dan Sexton,R,ANA,1987-04-29,180.0,"5' 9""",USA,R,42,R
8478435,Dan Vladar,G,CGY,1997-08-20,185.0,"6' 5""",CZE,L,80,G
8474095,Dana Tyrell,C,CBJ,1989-04-23,192.0,"5' 10""",CAN,L,34,C
8471261,Dane Byers,L,CBJ,1986-02-21,204.0,"6' 3""",CAN,L,34,L
8478365,Danick Martel,L,T.B,1994-12-12,162.0,"5' 8""",CAN,L,62,L
8460621,Daniel Alfredsson,R,DET,1972-12-11,203.0,"5' 11""",SWE,R,11,R
8476835,Daniel Bang,L,NSH,1987-04-19,208.0,"6' 3""",SWE,L,50,L
8480771,Daniel Brickley,D,L.A,1995-03-30,203.0,"6' 3""",USA,L,78,D
8464975,Daniel Briere,C,COL,1977-10-06,174.0,"5' 9""",CAN,R,48,C
8470666,Daniel Carcillo,L,CHI,1985-01-28,200.0,"6' 0""",CAN,L,13,L
8477901,Daniel Carr,L,WSH,1991-11-01,193.0,"6' 0""",CAN,L,23,L
8476401,Daniel Catenacci,C,NYR,1993-03-09,193.0,"5' 10""",CAN,L,43,C
8466149,Daniel Cleary,R,DET,1978-12-18,205.0,"6' 1""",CAN,L,11,R
8471305,Daniel Lacosta,G,CBJ,1986-03-28,186.0,"6' 1""",CAN,L,30,G
8470230,Daniel Paille,L,NYR,,,,,,,
8467875,Daniel Sedin,L,VAN,1980-09-26,190.0,"6' 1""",SWE,L,22,L
8478466,Daniel Sprong,R,SEA,1997-03-17,180.0,"6' 0""",NLD,R,11,R
8471433,Daniel Taylor,G,OTT,1986-04-28,198.0,"6' 0""",GBR,L,70,G
8462115,Daniel Tjarnqvist,D,COL,1976-10-14,207.0,"6' 1""",SWE,L,29,D
8478069,Daniel Walcott,L,T.B,1994-02-19,175.0,"6' 1""",CAN,L,85,L
8471476,Daniel Winnik,L,MIN,1985-03-06,210.0,"6' 2""",CAN,L,26,L
8482624,Daniil Miromanov,D,VGK,1997-07-11,198.0,"6' 4""",RUS,R,42,D
8480193,Daniil Tarasov,G,CBJ,1999-03-27,196.0,"6' 6""",RUS,L,40,G
8476549,Daniil Tarasov,R,S.J,,,,,,,
8481515,Danil Yurtaykin,L,S.J,,,,,,,
8475732,Danny Biega,D,CAR,1991-09-29,205.0,"6' 0""",CAN,R,41,D
8477215,Danny DeKeyser,D,DET,1990-03-07,192.0,"6' 3""",USA,L,65,D
8470671,Danny Irmen,C,MIN,1984-09-06,182.0,"6' 0""",USA,R,40,C
8476982,Danny O'Regan,C,ANA,1994-01-30,180.0,"5' 10""",USA,R,65,C
8470996,Danny Syvret,D,PHI,1985-06-13,205.0,"6' 0""",CAN,L,26,D
8479371,Dante Fabbro,D,NSH,1998-06-20,189.0,"6' 0""",CAN,R,57,D
8478046,Danton Heinen,L,PIT,1995-07-05,188.0,"6' 1""",CAN,L,43,C
8468482,Dany Heatley,L,ANA,1981-01-21,212.0,"6' 3""",CAN,L,15,L
8467430,Dany Sabourin,G,PIT,1980-09-02,204.0,"6' 4""",CAN,L,35,G
8468660,Darcy Hordichuk,L,EDM,1980-08-10,215.0,"6' 1""",CAN,L,16,L
8475311,Darcy Kuemper,G,WSH,1990-05-05,215.0,"6' 5""",CAN,L,35,G
8459574,Darcy Tucker,R,COL,1975-03-15,178.0,"5' 10""",CAN,L,16,R
8477498,Darnell Nurse,D,EDM,1995-02-04,221.0,"6' 4""",CAN,L,25,D
8475423,Darren Archibald,R,OTT,1990-02-09,210.0,"6' 3""",CAN,L,49,R
8476379,Darren Dietz,D,MTL,1993-07-17,201.0,"6' 1""",CAN,R,46,D
8468121,Darren Haydar,R,COL,1979-10-22,170.0,"5' 9""",CAN,R,12,R
8471794,Darren Helm,C,COL,1987-01-21,196.0,"6' 0""",CAN,L,43,L
8458982,Darren McCarty,R,DET,1972-04-01,210.0,"6' 1""",CAN,R,25,R
8478178,Darren Raddysh,D,TBL,1996-02-28,200.0,"6' 1""",CAN,R,43,D
8473932,Darroll Powe,C,NYR,1985-06-22,212.0,"5' 11""",CAN,L,8,C
8470986,Darryl Boyce,C,CBJ,1984-07-07,200.0,"6' 0""",CAN,L,43,C
8458172,Darryl Sydor,D,STL,1972-05-13,211.0,"6' 1""",CAN,L,44,D
8471245,Dave Bolland,C,FLA,,,,,,,
8475661,Dave Dziurzynski,L,OTT,1989-10-06,224.0,"6' 3""",CAN,L,59,L
8460533,Dave Scatchard,C,STL,1976-02-20,220.0,"6' 3""",CAN,R,38,C
8470655,David Backes,R,ANA,1984-05-01,215.0,"6' 3""",USA,R,42,R
8471266,David Booth,L,DET,1984-11-24,212.0,"6' 0""",USA,L,17,L
8476304,David Broll,L,TOR,,,,,,,
8470920,David Clarkson,R,CBJ,1984-03-31,207.0,"6' 0""",CAN,R,97,R
8471976,David Desharnais,C,NYR,1986-09-14,180.0,"5' 7""",CAN,L,51,C
8480063,David Farrance,D,NSH,1999-06-23,189.0,"5' 11""",USA,L,22,D
8480328,David Gust,R,CHI,1994-02-21,177.0,"5' 10""",USA,R,37,R
8481019,David Gustafsson,C,WPG,2000-04-11,196.0,"6' 2""",SWE,L,19,C
8468502,David Hale,D,OTT,1981-06-18,222.0,"6' 1""",USA,L,36,D
8483460,David Jiricek,D,CBJ,2003-11-28,199.0,"6' 4""",CZE,R,55,D
8470877,David Jones,R,MIN,1984-08-10,208.0,"6' 3""",CAN,R,12,R
8480144,David Kampf,C,TOR,1995-01-12,188.0,"6' 2""",CZE,L,64,C
8478436,David Kase,R,PHI,1997-01-28,169.0,"5' 11""",CZE,L,72,R
8468626,David Koci,L,COL,1981-05-12,238.0,"6' 6""",CZE,L,28,L
8471276,David Krejci,C,BOS,1986-04-28,188.0,"6' 0""",CZE,R,46,C
8471336,David Laliberte,R,PHI,1986-03-17,194.0,"6' 1""",CAN,R,9,R
8467330,David Legwand,C,BUF,1980-08-17,207.0,"6' 2""",USA,L,17,C
8470263,David Leneveu,G,CBJ,1983-05-23,190.0,"6' 1""",CAN,L,29,G
8470656,David Liffiton,D,COL,1984-10-18,210.0,"6' 2""",CAN,L,4,D
8473511,David McIntyre,C,MIN,1987-02-04,190.0,"6' 0""",CAN,L,34,C
8469664,David Moss,R,ARI,1981-12-28,210.0,"6' 4""",USA,R,18,R
8476426,David Musil,D,EDM,1993-04-09,207.0,"6' 4""",CAN,L,85,D
8477956,David Pastrnak,R,BOS,1996-05-25,194.0,"6' 0""",CZE,R,88,R
8474102,David Perron,L,DET,1988-05-28,200.0,"6' 0""",CAN,R,57,L
8479496,David Rittich,G,WPG,1992-08-19,206.0,"6' 3""",CZE,L,33,G
8475182,David Rundblad,D,CHI,1990-10-08,187.0,"6' 2""",SWE,R,5,D
8475233,David Savard,D,MTL,1990-10-22,227.0,"6' 2""",CAN,R,58,D
8473673,David Schlemko,D,MTL,1987-05-07,191.0,"6' 1""",CAN,L,21,D
8475068,David Sloane,R,PHI,1985-04-06,220.0,"6' 4""",USA,R,40,R
8469483,David Steckel,C,ANA,1982-03-15,215.0,"6' 6""",USA,L,20,C
8474666,David Ullstrom,L,NYI,,,,,,,
8470189,David Van Der Gulik,L,L.A,1983-04-20,173.0,"5' 10""",CAN,L,36,L
8474660,David Warsofsky,D,COL,1990-05-30,170.0,"5' 9""",USA,L,5,D
8477913,David Wolf,L,CGY,1989-09-15,215.0,"6' 3""",DEU,L,45,L
8474518,Davis Drewiske,D,MTL,1984-11-22,222.0,"6' 2""",USA,L,43,D
8482110,Dawson Mercer,C,NJD,2001-10-27,180.0,"6' 0""",CAN,R,18,C
8462036,Daymond Langkow,C,ARI,1976-09-27,181.0,"5' 10""",CAN,L,22,C
8467583,Dean Arsene,D,EDM,1980-07-20,205.0,"6' 2""",CAN,L,2,D
8478567,Dean Kukan,D,CBJ,1993-07-08,186.0,"6' 2""",CHE,L,14,D
8458536,Dean McAmmond,C,N.J,1973-06-15,195.0,"5' 11""",CAN,L,11,C
8480990,Declan Chisholm,D,WPG,2000-01-12,185.0,"6' 1""",CAN,L,45,D
8462050,Denis Gauthier,D,L.A,1976-10-01,220.0,"6' 2""",CAN,L,21,D
8470268,Denis Grebeshkov,D,EDM,1983-10-11,206.0,"6' 0""",RUS,L,37,D
8478495,Denis Gurianov,R,MTL,1997-06-07,195.0,"6' 2""",RUS,L,34,R
8478843,Denis Malgin,C,COL,1997-01-18,177.0,"5' 9""",CHE,R,62,C
8479395,Dennis Cholowski,D,NYI,1998-02-15,195.0,"6' 1""",CAN,L,21,D
8477902,Dennis Everberg,R,COL,1991-12-31,205.0,"6' 4""",SWE,L,45,R
8478502,Dennis Gilbert,D,CGY,1996-10-30,216.0,"6' 2""",USA,L,39,D
8477929,Dennis Rasmussen,C,ANA,1990-07-03,192.0,"6' 3""",SWE,L,22,C
8469619,Dennis Seidenberg,D,NYI,1981-07-18,199.0,"6' 0""",DEU,L,4,D
8469770,Dennis Wideman,D,CGY,1983-03-20,202.0,"6' 0""",CAN,R,6,D
8459064,Derek Armstrong,C,STL,1973-04-23,197.0,"6' 0""",CAN,R,17,C
8469647,Derek Boogaard,L,NYR,1982-06-23,265.0,"6' 7""",CAN,L,94,L
8473432,Derek Dorsett,R,VAN,1986-12-20,192.0,"6' 0""",CAN,R,15,R
8475762,Derek Forbort,D,BOS,1992-03-04,219.0,"6' 4""",USA,L,24,D
8474683,Derek Grant,C,ANA,1990-04-20,215.0,"6' 3""",CAN,L,38,C
8471810,Derek Joslin,D,VAN,1987-03-17,210.0,"6' 1""",CAN,L,38,D
8468001,Derek MacKenzie,C,FLA,1981-06-11,177.0,"5' 11""",CAN,L,17,C
8470061,Derek Meech,D,WPG,1984-04-21,200.0,"5' 11""",CAN,L,7,D
8464966,Derek Morris,D,ARI,1978-08-24,210.0,"6' 0""",CAN,R,53,D
8471396,Derek Peltier,D,COL,1985-03-14,190.0,"5' 11""",USA,L,6,D
8469485,Derek Roy,C,EDM,1983-05-04,184.0,"5' 9""",CAN,L,8,C
8478585,Derek Ryan,C,EDM,1986-12-29,185.0,"5' 10""",USA,R,10,C
8473953,Derek Smith,D,CGY,1984-10-13,197.0,"6' 1""",CAN,L,36,D
8474613,Derek Stepan,C,CAR,1990-06-18,196.0,"6' 0""",USA,R,21,C
8474500,Derek Whitmore,L,BUF,1984-12-17,190.0,"5' 10""",USA,L,71,L
8473544,Derick Brassard,C,OTT,1987-09-22,202.0,"6' 1""",CAN,L,19,C
8476884,Derrick Pouliot,D,SEA,1994-01-16,196.0,"6' 0""",CAN,L,5,D
8468674,Deryk Engelland,D,VGK,1982-04-03,214.0,"6' 2""",CAN,R,5,D
8471227,Devan Dubnyk,G,COL,1986-05-04,224.0,"6' 6""",CAN,L,40,G
8475758,Devante Smith-Pelly,R,WSH,1992-06-14,223.0,"6' 0""",CAN,R,25,R
8471682,Devin Setoguchi,R,L.A,1987-01-01,205.0,"6' 0""",CAN,R,10,R
8476913,Devin Shore,C,EDM,1994-07-19,205.0,"6' 1""",CAN,L,17,C
8478038,Devon Toews,D,COL,1994-02-21,191.0,"6' 1""",CAN,L,25,D
8479346,Dillon Dube,C,CGY,1998-07-20,187.0,"5' 11""",CAN,L,29,C
8477471,Dillon Heatherington,D,OTT,1995-05-09,225.0,"6' 4""",CAN,L,48,D
8476416,Dillon Simpson,D,EDM,1993-02-10,204.0,"6' 2""",CAN,L,79,D
8470602,Dion Phaneuf,D,L.A,1985-04-10,222.0,"6' 4""",CAN,L,3,D
8467354,Dmitri Kalinin,D,ARI,1980-07-22,210.0,"6' 3""",RUS,L,45,D
8480041,Dmitri Samorukov,D,EDM,1999-06-16,188.0,"6' 3""",RUS,L,58,D
8476436,Dmitrij Jaskin,R,ARI,1993-03-23,216.0,"6' 2""",CZE,L,23,R
8477082,Dmitry Korobov,D,T.B,1989-03-12,230.0,"6' 3""",BLR,L,24,D
8475179,Dmitry Kulikov,D,ANA,1990-10-29,204.0,"6' 1""",RUS,L,5,D
8475200,Dmitry Orlov,D,BOS,1991-07-23,212.0,"5' 11""",RUS,L,9,D
8478857,Dmytro Timashov,L,NYI,1996-10-01,192.0,"5' 10""",UKR,L,41,L
8468575,Dominic Moore,C,TOR,1980-08-03,192.0,"6' 0""",CAN,L,20,C
8476952,Dominic Toninato,C,WPG,1994-03-09,200.0,"6' 2""",USA,L,47,C
8477994,Dominic Turgeon,C,DET,1996-02-25,200.0,"6' 2""",CAN,L,23,C
8480946,Dominik Kahun,C,EDM,1995-07-02,175.0,"5' 11""",DEU,L,24,C
8477330,Dominik Kubalik,L,DET,1995-08-21,179.0,"6' 2""",CZE,L,8,L
8478866,Dominik Simon,C,ANA,1994-08-08,190.0,"5' 11""",CZE,L,12,C
8476339,Dominik Uher,C,PIT,,,,,,,
8459246,Donald Brashear,L,NYR,1972-01-07,237.0,"6' 3""",USA,L,87,L
8467928,Doug Janik,D,DET,1980-03-26,211.0,"6' 2""",USA,L,37,D
8458361,Doug Weight,C,NYI,1971-01-21,202.0,"5' 11""",USA,L,93,C
8476462,Dougie Hamilton,D,NJD,1993-06-17,229.0,"6' 6""",CAN,R,19,D
8468114,Douglas Murray,D,MTL,1980-03-12,240.0,"6' 3""",SWE,L,6,D
8480208,Drake Batherson,R,OTT,1998-04-27,187.0,"6' 3""",USA,R,79,R
8479465,Drake Caggiula,C,PIT,1994-06-20,176.0,"5' 10""",CAN,L,91,L
8480221,Drake Rymsha,C,L.A,1998-08-06,187.0,"6' 0""",USA,R,43,C
8474137,Drayson Bowman,L,MTL,1989-03-08,195.0,"6' 1""",USA,L,38,L
8470787,Drew Bagnall,D,MIN,1983-10-26,220.0,"6' 3""",CAN,L,24,D
8474563,Drew Doughty,D,LAK,1989-12-08,202.0,"6' 1""",CAN,R,8,D
8470970,Drew Larman,C,BOS,1985-05-15,195.0,"6' 3""",USA,R,43,C
8477243,Drew LeBlanc,C,CHI,1989-06-29,194.0,"6' 0""",USA,L,14,C
8469569,Drew MacIntyre,G,TOR,,,,,,,
8470778,Drew Miller,L,DET,1984-02-17,183.0,"6' 2""",USA,L,20,L
8482055,Drew O'Connor,L,PIT,1998-06-09,200.0,"6' 3""",USA,L,10,L
8475213,Drew Shore,C,CAR,1991-01-29,205.0,"6' 3""",USA,R,42,C
8471226,Drew Stafford,R,N.J,1985-10-30,215.0,"6' 2""",USA,R,18,R
8478211,Dryden Hunt,L,TOR,1995-11-24,191.0,"6' 0""",CAN,L,73,L
8470281,Duncan Keith,D,EDM,1983-07-16,192.0,"6' 1""",CAN,L,2,D
8476464,Duncan Siemens,D,COL,1993-09-07,210.0,"6' 3""",CAN,L,15,D
8471310,Dustin Boyd,C,MTL,1986-07-16,187.0,"6' 0""",CAN,L,17,C
8470606,Dustin Brown,R,LAK,1984-11-04,210.0,"6' 0""",USA,R,23,R
8470834,Dustin Byfuglien,D,WPG,1985-03-27,260.0,"6' 5""",USA,R,33,D
8474138,Dustin Jeffrey,L,ARI,1988-02-27,205.0,"6' 1""",CAN,L,15,L
8471671,Dustin Kohn,D,NYI,1987-02-02,200.0,"6' 1""",CAN,L,56,D
8471208,Dustin Penner,R,WSH,1982-09-28,247.0,"6' 4""",CAN,L,17,R
8474682,Dustin Tokarski,G,PIT,1989-09-16,198.0,"6' 0""",CAN,L,31,G
8460806,Dwayne Roloson,G,T.B,1969-10-12,170.0,"6' 1""",CAN,L,30,G
8470131,Dwight Helminen,C,S.J,1983-06-22,191.0,"5' 10""",USA,L,36,C
8474100,Dwight King,L,MTL,1989-07-05,229.0,"6' 4""",CAN,L,21,L
8479639,Dylan Coghlan,D,CAR,1998-02-19,190.0,"6' 2""",CAN,R,52,D
8481528,Dylan Cozens,C,BUF,2001-02-09,188.0,"6' 3""",CAN,R,24,C
8476331,Dylan DeMelo,D,WPG,1993-05-01,195.0,"6' 1""",CAN,R,2,D
8480263,Dylan Ferguson,G,VGK,1998-09-20,189.0,"6' 1""",CAN,L,1,G
8479580,Dylan Gambrell,C,OTT,1996-08-26,195.0,"6' 0""",USA,R,14,C
8482699,Dylan Guenther,R,ARI,2003-04-10,175.0,"6' 2""",CAN,R,11,R
8482077,Dylan Holloway,L,EDM,2001-09-23,203.0,"6' 1""",CAN,L,36,L
8477946,Dylan Larkin,C,DET,1996-07-30,198.0,"6' 1""",USA,L,71,C
8475795,Dylan McIlrath,D,WSH,1992-04-20,236.0,"6' 5""",CAN,R,4,D
8475153,Dylan Olsen,D,FLA,1991-01-03,223.0,"6' 2""",CAN,L,4,D
8470798,Dylan Reese,D,ARI,1984-08-29,205.0,"6' 1""",USA,R,46,D
8480049,Dylan Samberg,D,WPG,1999-01-24,190.0,"6' 3""",USA,L,54,D
8478106,Dylan Sikura,C,COL,1995-06-01,166.0,"5' 11""",CAN,L,95,R
8478440,Dylan Strome,C,WSH,1997-03-07,200.0,"6' 3""",CAN,L,17,C
8479380,Dylan Wells,G,CHI,1998-01-03,190.0,"6' 2""",CAN,L,33,G
8478062,Dysin Mayo,D,ARI,1996-08-17,195.0,"6' 2""",CAN,R,61,D
8460492,Ed Jovanovski,D,FLA,1976-06-26,220.0,"6' 3""",CAN,L,55,D
8475663,Eddie Lack,G,N.J,1988-01-05,187.0,"6' 4""",SWE,L,31,G
8475277,Edward Pasquale,G,T.B,1990-11-20,215.0,"6' 2""",CAN,L,80,G
8480009,Eeli Tolvanen,R,SEA,1999-04-22,191.0,"5' 10""",FIN,L,11,R
8480185,Eetu Luostarinen,C,FLA,1998-09-02,184.0,"6' 3""",FIN,L,43,C
8480199,Eetu Makiniemi,G,SJS,1999-04-19,184.0,"6' 2""",FIN,L,32,G
8479510,Egor Korshkov,R,TOR,1996-07-10,214.0,"6' 4""",RUS,L,96,R
8481102,Egor Sokolov,L,OTT,2000-06-07,222.0,"6' 3""",RUS,R,75,L
8480948,Egor Yakovlev,D,N.J,1991-09-17,190.0,"6' 0""",RUS,L,74,D
8481178,Egor Zamula,D,PHI,2000-03-30,177.0,"6' 3""",RUS,L,54,D
8477496,Elias Lindholm,C,CGY,1994-12-02,195.0,"6' 1""",SWE,R,28,C
8480012,Elias Pettersson,C,VAN,1998-11-12,176.0,"6' 2""",SWE,L,40,C
8482452,Elliot Desnoyers,L,PHI,,,,,,,
8481725,Elmer Soderblom,L,DET,2001-07-05,220.0,"6' 6""",SWE,L,85,L
8478007,Elvis Merzlikins,G,CBJ,1994-04-13,181.0,"6' 3""",LVA,L,90,G
8475770,Emerson Etem,R,ANA,1992-06-16,212.0,"6' 1""",USA,L,26,R
8480205,Emil Bemstrom,R,CBJ,1999-06-01,190.0,"6' 0""",SWE,R,52,C
8477486,Emile Poirier,L,CGY,1994-12-14,196.0,"6' 2""",CAN,L,28,L
8471263,Enver Lisin,R,NYR,1986-04-22,200.0,"6' 2""",RUS,L,81,R
8477227,Eriah Hayes,R,S.J,1988-07-07,210.0,"6' 4""",USA,R,76,R
8465050,Eric Belanger,C,EDM,1977-12-16,185.0,"5' 11""",CAN,L,20,C
8460720,Eric Boulton,L,NYI,1976-08-17,227.0,"6' 0""",CAN,L,36,L
8466142,Eric Brewer,D,TOR,1979-04-17,216.0,"6' 4""",CAN,L,2,D
8477480,Eric Comrie,G,BUF,1995-07-06,175.0,"6' 1""",CAN,L,1,G
8470611,Eric Fehr,C,MIN,1985-09-07,209.0,"6' 4""",CAN,R,21,C
8475199,Eric Gelinas,D,COL,1991-05-08,215.0,"6' 4""",CAN,L,44,D
8468252,Eric Godard,R,PIT,1980-03-07,222.0,"6' 4""",CAN,R,18,R
8473468,Eric Gryba,D,N.J,1988-04-14,222.0,"6' 4""",CAN,R,2,D
8470180,Eric Nystrom,L,NSH,1983-02-14,200.0,"6' 1""",USA,L,24,L
8474603,Eric O'Dell,C,WPG,,,,,,,
8466399,Eric Perrin,C,ATL,1975-11-01,180.0,"5' 9""",CAN,L,11,C
8480762,Eric Robinson,L,CBJ,1995-06-14,200.0,"6' 2""",USA,L,50,L
8474554,Eric Selleck,L,ARI,1987-10-20,208.0,"6' 2""",CAN,L,42,L
8470595,Eric Staal,C,FLA,1984-10-29,207.0,"6' 4""",CAN,L,12,C
8474025,Eric Tangradi,L,N.J,1989-02-10,226.0,"6' 4""",USA,L,49,L
8474892,Eric Wellwood,L,PHI,1990-03-06,180.0,"5' 11""",CAN,L,11,L
8480073,Erik Brannstrom,D,OTT,1999-09-02,173.0,"5' 10""",SWE,L,26,D
8475982,Erik Burgdoerfer,D,OTT,1988-12-11,207.0,"6' 1""",USA,R,46,D
8478416,Erik Cernak,D,TBL,1997-05-28,225.0,"6' 4""",SVK,R,81,D
8470299,Erik Christensen,C,MIN,1983-12-17,200.0,"6' 1""",CAN,L,26,C
8467396,Erik Cole,L,DET,1978-11-06,205.0,"6' 2""",USA,L,72,L
8473588,Erik Condra,R,DAL,1986-08-06,185.0,"5' 11""",USA,R,27,R
8473975,Erik Ersberg,G,L.A,1982-03-08,165.0,"6' 0""",SWE,L,31,G
8475790,Erik Gudbranson,D,CBJ,1992-01-07,217.0,"6' 5""",CAN,R,44,D
8475640,Erik Gustafsson,D,PHI,1988-12-15,180.0,"5' 10""",SWE,L,26,D
8476979,Erik Gustafsson,D,TOR,1992-03-14,197.0,"6' 0""",SWE,L,56,D
8475287,Erik Haula,L,NJD,1991-03-23,193.0,"6' 0""",FIN,L,56,C
8473446,Erik Johnson,D,COL,1988-03-21,225.0,"6' 4""",USA,R,6,D
8478902,Erik Kallgren,G,TOR,1996-10-14,193.0,"6' 3""",SWE,L,50,G
8474578,Erik Karlsson,D,SJS,1990-05-31,190.0,"6' 0""",SWE,R,65,D
8468650,Erik Reitz,D,NYR,1982-07-29,222.0,"6' 1""",USA,R,3,D
8476902,Esa Lindell,D,DAL,1994-05-23,215.0,"6' 3""",FIN,L,23,D
8478451,Ethan Bear,D,VAN,1997-06-26,197.0,"5' 11""",CAN,R,74,D
8460504,Ethan Moreau,L,L.A,1975-09-22,223.0,"6' 3""",CAN,L,17,L
8479289,Ethan Prow,D,BUF,1992-11-17,182.0,"5' 11""",USA,R,6,D
8480803,Evan Bouchard,D,EDM,1999-10-20,194.0,"6' 3""",CAN,R,75,D
8471730,Evan Brophey,C,COL,1986-12-03,199.0,"6' 2""",CAN,L,47,C
8477091,Evan McEneny,D,VAN,1994-05-22,203.0,"6' 2""",CAN,L,61,D
8475104,Evan Oberg,D,T.B,1988-02-16,191.0,"6' 0""",CAN,L,43,D
8478542,Evan Rodrigues,C,COL,1993-07-28,176.0,"5' 10""",CAN,R,71,L
8475169,Evander Kane,L,EDM,1991-08-02,210.0,"6' 2""",CAN,L,9,L
8471215,Evgeni Malkin,C,PIT,1986-07-31,195.0,"6' 3""",RUS,L,71,C
8460705,Evgeni Nabokov,G,T.B,1975-07-25,202.0,"6' 0""",RUS,L,20,G
8474149,Evgenii Dadonov,R,DAL,1989-03-12,185.0,"5' 11""",RUS,L,63,R
8469543,Evgeny Artyukhin,R,ATL,1983-04-04,255.0,"6' 4""",RUS,L,76,R
8474634,Evgeny Grachev,C,STL,1990-02-21,225.0,"6' 4""",RUS,R,78,C
8475744,Evgeny Kuznetsov,C,WSH,1992-05-19,204.0,"6' 2""",RUS,L,92,C
8478563,Evgeny Medvedev,D,PHI,1982-08-27,187.0,"6' 3""",RUS,L,82,D
8478431,Evgeny Svechnikov,L,SJS,1996-10-31,212.0,"6' 3""",RUS,L,37,R
8474552,Fabian Brunnstrom,L,DET,1985-02-06,206.0,"6' 1""",SWE,L,76,L
8480188,Fabian Zetterlund,L,SJS,1999-08-25,220.0,"5' 11""",SWE,R,49,L
8469492,Fedor Tyutin,D,COL,1983-07-19,221.0,"6' 2""",RUS,L,51,D
8478433,Felix Sandstrom,G,PHI,1997-01-12,191.0,"6' 2""",SWE,L,32,G
8465170,Fernando Pisani,R,CHI,1976-12-27,205.0,"6' 1""",CAN,L,15,R
8478488,Filip Chlapik,C,OTT,1997-06-03,196.0,"6' 1""",CZE,L,78,C
8480078,Filip Chytil,C,NYR,1999-09-05,208.0,"6' 2""",CZE,L,72,C
8476887,Filip Forsberg,L,NSH,1994-08-13,205.0,"6' 1""",SWE,R,9,L
8479406,Filip Gustavsson,G,MIN,1998-06-07,184.0,"6' 2""",SWE,L,32,G
8480842,Filip Hallander,C,PIT,2000-06-29,190.0,"6' 1""",SWE,L,36,C
8479425,Filip Hronek,D,DET,1997-11-02,170.0,"6' 0""",CZE,R,17,D
8480820,Filip Kral,D,TOR,1999-10-20,198.0,"6' 2""",CZE,L,82,D
8462225,Filip Kuba,D,FLA,1976-12-29,225.0,"6' 4""",CZE,L,17,D
8483619,Filip Roos,D,CHI,,,,,,,
8480821,Filip Zadina,R,DET,1999-11-27,195.0,"6' 0""",CZE,L,11,R
8465914,Francis Bouillon,D,MTL,1975-10-17,194.0,"5' 8""",USA,L,55,D
8466212,Francis Lessard,R,OTT,1979-05-30,235.0,"6' 2""",CAN,R,49,R
8470777,Francis Wathier,L,DAL,1984-12-07,210.0,"6' 4""",CAN,L,48,L
8467400,Francois Beauchemin,D,ANA,1980-06-04,208.0,"5' 11""",CAN,L,23,D
8476302,Frank Corrado,D,PIT,1993-03-26,205.0,"6' 0""",CAN,R,18,D
8478366,Frank Vatrano,R,ANA,1994-03-14,201.0,"5' 9""",USA,L,72,C
8470144,Frans Nielsen,C,DET,1984-04-24,188.0,"6' 1""",DNK,L,51,C
8467949,Frantisek Kaberle,D,CAR,1973-11-08,190.0,"6' 0""",CZE,L,5,D
8473712,Frazer McLaren,L,TOR,1987-10-29,230.0,"6' 5""",CAN,L,68,L
8475878,Freddie Hamilton,C,ARI,1992-01-01,195.0,"6' 1""",CAN,R,13,C
8470578,Freddy Meyer,D,ATL,1981-01-04,185.0,"5' 10""",USA,L,24,D
8460556,Freddy Modin,L,CGY,1974-10-08,220.0,"6' 4""",SWE,L,19,L
8479329,Frederic Allard,D,MTL,1997-12-27,179.0,"6' 1""",CAN,R,72,D
8473647,Frederic St-Denis,D,CBJ,1986-01-23,192.0,"5' 11""",CAN,L,28,D
8477919,Frederick Gaudreau,C,MIN,1993-05-01,179.0,"6' 0""",CAN,R,89,C
8475883,Frederik Andersen,G,CAR,1989-10-02,230.0,"6' 4""",DNK,L,31,G
8477512,Frederik Gauthier,C,NJD,1995-04-26,235.0,"6' 5""",CAN,L,33,C
8476368,Fredrik Claesson,D,TBL,1992-11-24,196.0,"6' 1""",SWE,L,33,D
8482248,Fredrik Handemark,C,S.J,1993-08-27,210.0,"6' 4""",SWE,L,37,C
8479518,Fredrik Karlstrom,C,DAL,1998-01-12,195.0,"6' 3""",SWE,L,51,C
